url,title,summary,publish_time,content_preview,leaders,organizations,locations,crawl_time
https://vnexpress.net/ong-nguyen-van-tho-lam-pho-chu-tich-thuong-truc-ubnd-tp-hcm-4910346.html,Ông Nguyễn Văn Thọ làm Phó chủ tịch thường trực UBND TP HCM,"Ông Nguyễn Văn Thọ, 57 tuổi, được phân công làm Phó chủ tịch thường trực UBND TP HCM, nhiệm kỳ 2021-2026.","Thứ sáu, 4/7/2025, 20:51 (GMT+7)","Đó là một phần trong Quyết định phân công nhiệm vụ Chủ tịch, Phó chủ tịch và các ủy viên UBND TP HCM, nhiệm kỳ 2021-2026 vừa được Chủ tịch UBND thành phố Nguyễn Văn Được ban hành. Phó chủ tịch thường trực UBND TP HCM Nguyễn Văn Thọ chỉ đạo, giải quyết hồ sơ, công việc hằng ngày, đôn đốc thực hiện quy chế làm việc, chương trình công tác của UBND thành phố. Ông cũng chỉ đạo Văn phòng UBND TP HCM trong quan hệ công tác với Văn phòng Chủ tịch nước, Văn phòng Chính phủ, Văn phòng các bộ, ngành, cơ quan Trung ương, Văn phòng Thành ủy, Văn phòng Đoàn đại biểu Quốc hội và HĐND TP HCM, báo cáo Chủ tịch thành phố những vấn đề quan trọng.",,"Chính phủ, Quốc hội","TP HCM, thành phố Nguyễn ",2025-07-04 21:29:50
https://vnexpress.net/viet-nam-thai-lan-thuc-day-hop-tac-quoc-phong-thuc-chat-di-vao-chieu-sau-4910310.html,"Việt Nam - Thái Lan thúc đẩy hợp tác quốc phòng thực chất, đi vào chiều sâu","Đại tướng Nguyễn Tân Cương khẳng định Việt Nam coi trọng quan hệ hợp tác với các nước ASEAN, trong đó có Thái Lan, vì hòa bình, ổn định và phát triển khu vực.","Thứ sáu, 4/7/2025, 19:01 (GMT+7)","Chiều 4/7, tại Hà Nội, Đại tướng Nguyễn Tân Cương, Tổng Tham mưu trưởng QĐND Việt Nam, Thứ trưởng Bộ Quốc phòng, hội đàm với Đại tướng Songwit Noonpackdee, Tư lệnh Lực lượng Quốc phòng Thái Lan, nhân chuyến thăm chính thức Việt Nam. Thời gian qua, hai bên đã đạt nhiều kết quả tích cực như trao đổi đoàn các cấp; duy trì cơ chế đối thoại chính sách quốc phòng; đào tạo nhân lực; giao lưu sĩ quan; hợp tác giữa các quân, binh chủng; tham vấn và ủng hộ lẫn nhau tại các diễn đàn, khuôn khổ hợp tác đa phương. Hợp tác quốc phòng hai nước thời gian qua ngày càng đi vào chiều sâu, thiết thực và hiệu quả. Đại tướng Nguyễn Tân Cương đề nghị thời gian tới hai bên tiếp tục đẩy mạnh trao đổi đoàn; phát huy hiệu quả các cơ chế hiện có; thúc đẩy hợp tác thực chất giữa các lực lượng, đặc biệt là lực lượng thực thi pháp luật trên biển; mở rộng đào tạo và hợp tác trong các lĩnh vực tiềm năng khác. Ông cũng mong muốn hai nước tiếp tục phối hợp, ủng hộ lẫn nhau tại các cơ chế, diễn đàn đa phương và sự kiện quốc tế do mỗi bên tổ chức.",,"ASEAN, Quốc phòng","Hà Nội, Việt Nam",2025-07-04 21:29:51
https://vnexpress.net/tong-bi-thu-yeu-cau-sua-chinh-sach-tien-luong-can-bo-cong-chuc-phu-hop-voi-mo-hinh-moi-4910138.html,"Tổng Bí thư yêu cầu sửa chính sách tiền lương cán bộ, công chức phù hợp với mô hình mới","Tổng Bí thư Tô Lâm yêu cầu tiếp tục rà soát, sửa đổi, bổ sung quy định về chính sách tiền lương, phụ cấp trách nhiệm với cán bộ, công chức, viên chức phù hợp với tổ chức mới.","Thứ sáu, 4/7/2025, 14:58 (GMT+7)","Chủ trì cuộc họp của Bộ Chính trị, Ban Bí thư về tình hình sắp xếp đơn vị hành chính ngày 4/7, Tổng Bí thư Tô Lâm yêu cầu Ban Thường vụ các tỉnh ủy, thành ủy trực thuộc Trung ương tiếp tục tăng cường lãnh đạo, chỉ đạo để toàn bộ các công việc thuộc thẩm quyền hai cấp (tỉnh và xã) được triển khai thông suốt, không để xảy ra chậm trễ hay bỏ sót nhiệm vụ. Mục tiêu xuyên suốt là phục vụ người dân và doanh nghiệp tốt hơn. Tổng Bí thư yêu cầu các địa phương khẩn trương rà soát toàn bộ công tác phân công, bố trí cán bộ, công chức, viên chức, người lao động tại cơ quan, đơn vị cấp tỉnh và cấp xã. Đối với những xã, phường, đặc khu còn thiếu cán bộ chuyên môn, cấp tỉnh phải kịp thời bổ sung, hỗ trợ để bảo đảm vận hành hiệu quả. Chế độ, chính sách cho đội ngũ cán bộ, đảng viên, công chức, viên chức, người lao động đang công tác, nghỉ hưu sớm hoặc thôi việc cần giải quyết đầy đủ theo hướng dẫn của Trung ương. Người dân cũng cần được thông tin rõ ràng về các quy định mới, cũng như cách thức và địa điểm làm việc mới của cơ quan hành chính tại địa phương. Các địa phương được giao phối hợp với Đoàn Thanh niên huy động đoàn viên là sinh viên ngành công nghệ thông tin và thanh niên tình nguyện hỗ trợ cán bộ, công chức, người dân tại cơ sở vận hành bộ máy, cung cấp dịch vụ công trực tuyến, giải quyết thủ tục hành chính.",Tô Lâm,"Bộ Chính trị, Chính trị",,2025-07-04 21:29:52
https://vnexpress.net/cong-bo-6-bai-toan-lon-ve-khoa-hoc-cong-nghe-trong-linh-vuc-quoc-phong-4909909.html,Công bố 6 bài toán lớn về khoa học công nghệ trong lĩnh vực Quốc phòng,"Bộ Quốc phòng vừa công bố Danh mục bài toán lớn về khoa học, công nghệ, đổi mới sáng tạo và chuyển đổi số năm 2025 để doanh nghiệp công nghệ số Việt Nam cùng tham gia giải quyết.","Thứ sáu, 4/7/2025, 09:32 (GMT+7)","Các bài toán tập trung vào những lĩnh vực có tính chiến lược, phục vụ trực tiếp mục tiêu hiện đại hóa quốc phòng và bảo vệ chủ quyền trong bối cảnh mới. Trong đó, ba bài toán đầu tiên xoay quanh nhiệm vụ bảo vệ chủ quyền trên không gian mạng - mặt trận mới được Bộ Quốc phòng xác định là trọng yếu. Bài toán đầu tiên yêu cầu xây dựng nền tảng tính toán hiệu năng cao, có khả năng dự báo nguy cơ mất an toàn thông tin, phân tích mã độc, điều tra số, kiểm thử hệ thống và đánh giá hiệu năng phòng vệ mạng. Bài toán thứ hai tập trung vào việc quản lý cơ sở hạ tầng và tiềm lực công nghệ thông tin phục vụ quốc phòng, thông qua giám sát, cảnh báo nguy cơ trên hạ tầng mạng và thiết lập cơ chế huy động nguồn lực số cho các nhiệm vụ quân sự. Bài toán thứ ba đặt mục tiêu xây dựng cơ chế chia sẻ, khai thác dữ liệu an ninh mạng liên ngành và tự động nhận diện, ngăn chặn các mối đe dọa, đảm bảo trao đổi dữ liệu một chiều an toàn và kiểm soát hiệu quả cơ sở dữ liệu dùng chung.",,"Quốc phòng vừa công bố , Quốc phòng xác định là trọng yếu",Việt Nam,2025-07-04 21:29:54
https://vnexpress.net/noi-bien-voi-rung-quang-ngai-hoi-tu-nhieu-loi-the-4909395.html,"'Nối biển với rừng, Quảng Ngãi hội tụ nhiều lợi thế'","Quảng Ngãi mới có địa thế ""tựa sơn, hướng thủy"", đa dạng từ cơ cấu kinh tế đến bản sắc văn hóa, theo Chủ tịch UBND tỉnh Nguyễn Hoàng Giang.","Thứ sáu, 4/7/2025, 06:00 (GMT+7)","Từ ngày 1/7, tỉnh Quảng Ngãi mới chính thức vận hành mô hình chính quyền hai cấp, sau khi hợp nhất với Kon Tum. Ông Nguyễn Hoàng Giang được Trung ương chỉ định làm Chủ tịch UBND tỉnh mới. VnExpressphỏng vấn ông Nguyễn Hoàng Giang về lợi thế của tỉnh, cũng như việc vận hành chính quyền hai cấp, thu hút đầu tư, cải cách hành chính tại tỉnh có diện tích thứ 5 cả nước. - Việc sáp nhập Quảng Ngãi và Kon Tum mang ý nghĩa như thế nào?",,,"tỉnh Nguyễn , tỉnh Quảng , Quảng Ngãi",2025-07-04 21:29:55
